"Protein","Weighted_Effect","CI_Lower","CI_Upper","Z_score","P_value","I_squared","LOO_Mean","LOO_CI_Lower","LOO_CI_Upper","N_Studies","Total_N","Studies","N_Unique_Studies","Unique_Study_Names","FDR_BH_Stratified"
"ADGRG1",-0.107275967403427,-0.167685632929585,-0.0468663018772683,-3.52967119443467,0.000416076417838137,0.864213514007121,-0.106002618620931,-0.128723190327118,-0.0773212950457296,10,1678,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",5,"study_1; study_11; study_6; study_7; study_8",0.0111381580515928
"SNCG",0.0980806739737772,0.0468754013707615,0.149285946576793,3.51985063292473,0.000431789889061943,0.86342639167341,0.0997348736614208,0.035382797333734,0.134417291997044,9,847,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.0111381580515928
"PCSK1",-0.117871176623888,-0.19426522637943,-0.041477126868346,-3.51868944790112,0.000433684047820428,0.876936726250567,-0.119543172042935,-0.213818654270631,-0.0375088558118824,8,942,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",4,"study_1; study_11; study_4; study_6",0.0157571870708089
"TIMP2",0.0593697879102231,0.0197707652315519,0.0989688105888944,3.51644805715611,0.000437362227156785,0.623739758518898,0.0594775329862275,0.0387128532657239,0.0732001725054629,9,1050,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.0111381580515928
"KCNE5",0.191554833967333,0.0872860940468467,0.29582357388782,3.49709553909365,0.00047035335046792,0,0.190985450099019,0.188293848694111,0.193561707058346,4,338,"study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_11; study_2; study_6",0.0659504425772552
"NDRG4",-0.0689615466631724,-0.111661841054074,-0.0262612522722708,-3.48795996029876,0.000486720960309157,0.801886953129263,-0.0696064629218636,-0.0876980520930901,-0.0328328936104017,8,875,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.0119253437787263
"PRND",0.132581884009763,0.0531471220328833,0.212016645986643,3.47329316422569,0.000514113455605843,0,0.133919107144319,0.110870888237186,0.158131442627949,7,741,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",4,"study_1; study_11; study_4; study_6",0.0172221759723491
"MAN2B1",0.0667370576907037,0.029316481707052,0.104157633674355,3.47037297211709,0.00051973611543943,0.70756460504838,0.0668485637410897,0.051687948637175,0.103587951033664,7,854,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.0119253437787263
"GM2A",-0.0676454845822891,-0.0999842300945082,-0.03530673907007,-3.46671572930181,0.000526858764047993,0.904315825251004,-0.068708699805344,-0.102758220877929,-0.034926156518975,9,1051,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.0119253437787263
"ACAN",-0.110610546804204,-0.163320225609868,-0.0579008679985402,-3.45846730188975,0.000543258211516528,0.811274787364336,-0.112332991795994,-0.147157006812851,-0.0608938875337499,10,1663,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",5,"study_1; study_11; study_6; study_7; study_8",0.0119253437787263
"MRC1",-0.0686029726099836,-0.104054858804699,-0.0331510864152684,-3.45452780112941,0.000551257378013595,0.887169255674374,-0.0697697049757448,-0.0966133810974961,-0.0196290791706253,9,1031,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.0119253437787263
"NXPH1",-0.0754606479335556,-0.114623252669142,-0.0362980431979693,-3.44935511242889,0.000561927193761973,0.364947718150227,-0.0762298994658689,-0.0874228569285494,-0.0557116505702894,9,905,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.0119253437787263
"HLA-DRB1",0.211576199450324,0.112348627709796,0.310803771190853,3.44197600187367,0.000577481478374656,0.937521001257934,0.224135654416634,0.0583840115246941,0.334980209487054,6,609,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_7_EOD_vs_LOD",4,"study_1; study_11; study_4; study_7",0.0172221759723491
"PPIA",0.0383528156072769,0.00482353407365711,0.0718820971408968,3.43818907734891,0.000585618633934016,0.807161120555872,0.0380276728010461,0.0180476929950063,0.0742578709669902,9,1051,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.0120922334142051
"PPT1",0.072064914130085,0.0280908891774737,0.116038939082696,3.43502184955135,0.000592506054094581,0.702643001796974,0.0741351413192066,0.0529681960032171,0.0945088999367847,7,644,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",4,"study_1; study_11; study_6; study_7",0.0172221759723491
"EGFR",-0.0528295115855793,-0.0912210831858389,-0.0144379399853197,-3.43384963571112,0.000595074200103656,0.152295672423746,-0.052334100438735,-0.0584664863744748,-0.0442634122575125,11,1809,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.00807395059505825
"CKAP4",-0.176578369831245,-0.276093623591017,-0.0770631160714735,-3.4315436859817,0.000600156458629554,0.742306933187538,NA,NA,NA,3,914,"study_3_Olink_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",2,"study_3_Olink; study_8",0.0775202092396507
"CHI3L1",-0.00947170192704001,-0.0477898035222519,0.0288463996681719,3.42933250144464,0.000605067773616968,0.960284736217203,-0.0115907397431975,-0.0566787126139366,0.0976215972745291,12,1965,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.00807395059505825
"PLXNA4",-0.0843137765874178,-0.144003692165287,-0.0246238610095485,-3.42635669788161,0.000611736458695788,0,-0.0813989525823372,-0.0961081181913883,-0.0627881350676833,6,470,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_1; study_11; study_6",0.0659504425772552
"DCN",0.0624445465680716,0.0281756248394825,0.0967134682966607,3.42355254800788,0.000618083004995097,0.784134045169692,0.0630060491263294,0.0424646214423795,0.0898011598822272,12,1936,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.00807395059505825
"TNR",-0.0411403983879664,-0.0694909296714419,-0.0127898671044909,-3.42093678023654,0.000624058371088841,0.633069293874975,-0.0410496036627716,-0.0522535874471892,-0.0292575157808595,12,1935,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.00807395059505825
"FAM20C",-0.0332614774481188,-0.0566121708084556,-0.00991078408778194,-3.42074353644944,0.000624501935393986,0.757623250881443,-0.0327908470602593,-0.050954219330891,-0.0228156744993564,8,882,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.0125019452612008
"CADM4",-0.0435991659205573,-0.0677218650035536,-0.0194764668375609,-3.41484280632592,0.000638188305218367,0,-0.0438461163903762,-0.0498859846007329,-0.0385133592686695,8,1033,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.0125019452612008
"NEU1",0.0974266793871596,0.0490402953711018,0.145813063403217,3.40810324578224,0.000654161383177266,0.776323982823636,0.100440296882972,0.0473862214482962,0.146298327368886,6,685,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_1; study_11; study_6",0.0659504425772552
"MCAM",-0.0799451393019982,-0.121058161908184,-0.0388321166958123,-3.40773600059417,0.000655042363789629,0.966087144542304,-0.0809796406451845,-0.11611275658539,0.0118159901313191,9,1051,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.0125113091483819
"SPOCK1",-0.0510780135280638,-0.0809427265849006,-0.021213300471227,-3.39763026718562,0.000679722176515211,0.88937146872535,-0.0513896569172275,-0.0645964947804169,-0.0257079223317439,12,1965,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.00807395059505825
"COMP",-0.102353270243726,-0.166226636444702,-0.0384799040427497,-3.39659219434322,0.000682305684089429,0.885534858517432,-0.104895067881105,-0.145437799929391,-0.0410218277252038,11,1815,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.00807395059505825
"COA3",0.0839356500837016,0.0293315175465353,0.138539782620868,3.38564229442536,0.000710118825286666,0.816944123255241,0.0846285792966849,0.0357139232648222,0.150439781183543,4,471,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_1; study_11; study_6",0.0659504425772552
"EPHB3",0.0895194516041811,0.0400262727867628,0.139012630421599,3.38503359950383,0.00071169542349556,0.540176000328069,0.092057671571849,0.0705135464903584,0.134127261563663,6,667,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_1; study_11; study_6",0.0659504425772552
"FOXN4",-0.0911556333470575,-0.145249726300594,-0.0370615403935209,-3.37727238513736,0.000732085149425948,0,NA,NA,NA,2,182,"study_11_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD",2,"study_11; study_3_Soma",0.08105228440073
"FJX1",0.100215989623108,0.0410639082084745,0.159368071037741,3.36083105552832,0.000777083418217484,0.811381173462561,0.0995936351103891,0.0827520789711291,0.113872477037582,7,673,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",4,"study_1; study_11; study_6; study_7",0.0199766393714288
"GALNT5",0.0756289278631699,0.0310542462030108,0.120203609523329,3.36018404270433,0.000778905663564884,0,0.0758070864056043,0.0692286608315819,0.0853254066622431,6,670,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",4,"study_1; study_11; study_6; study_7",0.0199766393714288
"GPR37",-0.0576228869453921,-0.0928906411976712,-0.022355132693113,-3.35197665999983,0.000802367829153938,0,-0.0579523128307819,-0.0656169559916586,-0.0512449396517499,9,987,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.0146812553753834
"JCHAIN",0.202502638371934,0.0847876134327376,0.32021766331113,3.35035355899075,0.000807084719589137,0.903796431326527,0.20402541194564,0.0421430583382369,0.290842644565553,7,883,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.0146812553753834
"PTPRS",-0.0525271361057017,-0.0923728081013718,-0.0126814641100315,-3.3257506424022,0.00088180778319033,0.627161180376373,-0.0520553984481155,-0.0606124852965239,-0.0414759500103383,12,1965,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.00988552935892318
"IGKV3-20",0.160872952527769,0.0766593790635155,0.245086525992021,3.30579502428184,0.000947073424039107,0.928275957548703,0.164484355176244,0.0293060897331194,0.238958411294767,8,1020,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.0168270719992065
"NICOL1",-0.0741895714477113,-0.128445522207143,-0.0199336206882794,-3.2935656896359,0.00098925222962052,0.444112294259591,-0.0742315297361647,-0.110733006026716,-0.0478466668096424,8,1028,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.0171770159870472
"MMP14",0.0560282641771381,0.0203617674350815,0.0916947609191946,3.28604560995395,0.00101604556559792,0.509554674731504,0.0564322752186159,0.0353907062552968,0.0773647025977954,8,897,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.017250195824818
"UFM1",0.10337107362224,0.02956654682075,0.17717560042373,3.28486181062633,0.00102032401430506,0,NA,NA,NA,5,414,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD",2,"study_1; study_11",0.0988438888858025
"ASPRV1",-0.0905830401355067,-0.171569401131344,-0.00959667913966959,-3.28372503153619,0.00102444821289394,0.422773084241406,-0.0862579744728301,-0.145387392566379,-0.0256395392455919,6,403,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_7_EOD_vs_LOD",3,"study_1; study_11; study_7",0.0772845414159876
"IGKV3-11",0.138705601830939,0.0505196002770246,0.226891603384854,3.27514583794095,0.00105607439669187,0.855446234200479,0.144330560718903,0.0422820473227106,0.226318035926119,5,702,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_7_EOD_vs_LOD",4,"study_1; study_11; study_4; study_7",0.0255804687198696
"IGHV5-10-1",-0.202976938619407,-0.42236866666908,0.0164147894302653,-3.25998959031733,0.00111416302934789,0.681685943227342,-0.202304317904827,-0.310778586886432,-0.0784523174541386,6,842,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.0185047946613432
"IGHV4-30-2",-0.299413142912206,-0.48014475197257,-0.118681533851843,-3.25921069857153,0.00111722661009442,0.076049921813332,-0.298812756878674,-0.339831968523441,-0.243152383794603,3,392,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_7_EOD_vs_LOD",3,"study_1; study_11; study_7",0.0772845414159876
"GPC1",-0.0653252551753138,-0.112383700231569,-0.0182668101190583,-3.25245538166048,0.00114412557142435,0.699395277905262,-0.0652134039607114,-0.0728819660654541,-0.0498082723532095,11,1813,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.0121849373356694
"JAM3",-0.0563416985102741,-0.0914196889786933,-0.0212637080418548,-3.25039926435386,0.00115243088247454,0.679107855318902,-0.0565705276689173,-0.0748385280551022,-0.0347842402833451,8,871,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.0187331317917138
"IGLV2-8",0.171697957320531,0.070847499570123,0.272548415070939,3.24457931410018,0.00117624255187514,0.549337999990608,0.175279533801034,0.122221204276471,0.24614095059727,5,764,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",4,"study_1; study_11; study_4; study_6",0.026991671190398
"PTPRZ1",-0.0361141102667311,-0.0620791592645547,-0.0101490612689075,-3.22967108596402,0.00123932705892227,0.770168447412975,-0.0363871704823155,-0.049586135226706,-0.0165567391574499,8,1033,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.0197259556878462
"TATDN1",-0.146077623432785,-0.237079344392766,-0.0550759024728036,-3.2220971805365,0.00127255964926423,0.789967630909119,NA,NA,NA,2,108,"study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD",2,"study_3_Soma; study_4",0.109581525353309
"CCN5",-0.213597585997496,-0.302274288164343,-0.12492088383065,-3.22091988381604,0.00127779862889254,0.934905841626364,-0.223916479846426,-0.335488779549376,-0.0495185525164514,5,550,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_1; study_11; study_6",0.0772845414159876
"BTD",-0.0407612758249582,-0.0647891837573213,-0.0167333678925952,-3.21508905728571,0.00130404058624202,0.478717003977182,-0.0405786357537463,-0.0518133031413992,-0.0268268812525704,9,1051,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.0203323879161
"NT5E",-0.0839631530737514,-0.149236665151976,-0.0186896409955273,-3.19671752891024,0.00139000973769762,0,-0.081802226542263,-0.096863612521822,-0.0579849933774282,7,533,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_1; study_11; study_6",0.0772845414159876
"MST1",0.146355693535583,0.0548524169775458,0.237858970093621,3.18955221503784,0.00142493394857913,0.661719814152189,0.148514094450616,0.0843373229935507,0.185922153567626,8,893,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",4,"study_1; study_11; study_4; study_6",0.031063560079025
"B4GAT1",-0.0358773181265537,-0.0607665888267551,-0.0109880474263522,-3.16344918812558,0.00155911565561094,0.817533993165971,-0.0368046681136908,-0.052315707320871,-0.0168636769274818,11,1947,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.0158138873640538
"CYBB",0.272934741245722,0.116805277911189,0.429064204580254,3.1426020730128,0.00167453316800483,0,0.259395073754745,0.201747285834903,0.288628380871748,3,210,"study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_11; study_2; study_6",0.0796686795810322
