"Protein","Weighted_Effect","CI_Lower","CI_Upper","Z_score","P_value","I_squared","LOO_Mean","LOO_CI_Lower","LOO_CI_Upper","N_Studies","Total_N","Studies","N_Unique_Studies","Unique_Study_Names","FDR_BH_Stratified"
"PRTG",0.0138250451963853,-0.0518755143708834,0.079525604763654,0.390347781357401,0.696279395581242,0,NA,NA,NA,4,956,"study_3_Olink_LOD_vs_CN; study_3_Soma_LOD_vs_CN; study_8_LOD_vs_CN; study_9_LOD_vs_CN",2,"study_3_Soma; study_8",0.865642524859769
"GRM3",0.0245630171733881,-0.143767795767929,0.192893830114705,0.389541554019252,0.696875577565071,0,NA,NA,NA,2,91,"study_2_LOD_vs_CN; study_6_LOD_vs_CN",2,"study_2; study_6",0.865642524859769
"SUCO",0.0113095165959111,-0.0331167429096075,0.0557357761014298,0.387849812098578,0.698127180527228,0,0.00124060134157114,-0.0240443559602054,0.013936951132833,4,655,"study_11_LOD_vs_CN; study_2_LOD_vs_CN; study_5_LOD_vs_CN; study_6_LOD_vs_CN",3,"study_11; study_2; study_6",0.812286342122876
"IGHV2-26",-0.0162098140404393,-0.0856979968748948,0.0532783687940162,-0.386532521261094,0.699102322035153,0.725726308252271,-0.0195641214633729,-0.0993661299620918,0.0361987836970085,6,1358,"study_1_LOD_vs_CN; study_11_LOD_vs_CN; study_4_LOD_vs_CN; study_5_LOD_vs_CN; study_6_LOD_vs_CN; study_7_LOD_vs_CN",5,"study_1; study_11; study_4; study_6; study_7",0.761486806862652
"ACO2",0.0019116070791714,-0.0777915047628697,0.0816147189212125,0.385779303371428,0.699660124548487,0,0.00136127862577645,-0.0312281301706467,0.0256585146610581,4,686,"study_1_LOD_vs_CN; study_11_LOD_vs_CN; study_2_LOD_vs_CN; study_6_LOD_vs_CN",3,"study_1; study_11; study_6",0.812366881013411
"RARRES1",0.0114934766909645,-0.0778899325984684,0.100876885980397,-0.385556236682754,0.69982534978458,0.93465414730536,NA,NA,NA,5,738,"study_1_LOD_vs_CN; study_11_LOD_vs_CN; study_2_LOD_vs_CN; study_3_Soma_LOD_vs_CN; study_5_LOD_vs_CN",2,"study_1; study_11",0.865642524859769
"VAMP2",0.00301664789058892,-0.0339429047722999,0.0399762005534778,0.385137069355562,0.700135864970687,0.267220548667528,NA,NA,NA,2,903,"study_1_LOD_vs_CN; study_11_LOD_vs_CN",2,"study_1; study_11",0.865642524859769
"TAFA2",-0.00121587355364212,-0.0418666588790354,0.0394349117717512,-0.381725281921124,0.702665145353753,0.929322636246116,NA,NA,NA,4,1013,"study_1_LOD_vs_CN; study_11_LOD_vs_CN; study_2_LOD_vs_CN; study_5_LOD_vs_CN",2,"study_1; study_11",0.865642524859769
"CD300A",-0.0124371401638946,-0.068536416985766,0.0436621366579767,-0.380315859544505,0.703710964235479,0,NA,NA,NA,3,519,"study_11_LOD_vs_CN; study_2_LOD_vs_CN; study_3_Soma_LOD_vs_CN",2,"study_11; study_2",0.865642524859769
"IGLV3-1",-0.00498263574796353,-0.0916855061526913,0.0817202346567642,-0.379558086906195,0.704273478203755,0.811319308017847,NA,NA,NA,2,897,"study_1_LOD_vs_CN; study_11_LOD_vs_CN",2,"study_1; study_11",0.865642524859769
"MMP19",0.0179659533808886,-0.0762800844924137,0.112211991254191,0.379517269564714,0.704303782553256,0,NA,NA,NA,3,502,"study_11_LOD_vs_CN; study_3_Soma_LOD_vs_CN; study_5_LOD_vs_CN",2,"study_11; study_5",0.865642524859769
"IGKV2D-26",0.0211770781673863,-0.0736947225786418,0.116048878913414,0.379304591895294,0.704461690152807,0,NA,NA,NA,2,863,"study_1_LOD_vs_CN; study_11_LOD_vs_CN",2,"study_1; study_11",0.865642524859769
"RBBP9",-0.00302254911721602,-0.0826583794498331,0.0766132812154011,0.378142463233288,0.705324765072058,0.749424152504029,-0.00635544395111927,-0.0675211814965244,0.060101420570623,5,839,"study_1_LOD_vs_CN; study_11_LOD_vs_CN; study_2_LOD_vs_CN; study_3_Soma_LOD_vs_CN; study_6_LOD_vs_CN",3,"study_1; study_11; study_6",0.816791840823312
"ENTPD2",-0.0211402182245753,-0.102000478427782,0.0597200419786312,-0.376639211562467,0.706441743477144,0.727020549071662,NA,NA,NA,4,956,"study_3_Olink_LOD_vs_CN; study_3_Soma_LOD_vs_CN; study_8_LOD_vs_CN; study_9_LOD_vs_CN",2,"study_3_Soma; study_8",0.866688912125313
"IGLC7",0.00901447283315149,-0.0782905840137074,0.0963195296800103,-0.376362860455611,0.706647152723558,0.82660255136957,0.0149280565828456,-0.0626181772098404,0.087787035091097,6,1415,"study_1_LOD_vs_CN; study_11_LOD_vs_CN; study_4_LOD_vs_CN; study_5_LOD_vs_CN; study_6_LOD_vs_CN; study_7_LOD_vs_CN",5,"study_1; study_11; study_4; study_6; study_7",0.768616209963814
"NME3",0.00605062216555105,-0.0201177618920198,0.0322190062231219,0.375960522200672,0.706946245255701,0.823686242852741,0.00560109328493873,-0.0193166717508254,0.0392608818256733,5,1091,"study_1_LOD_vs_CN; study_11_LOD_vs_CN; study_2_LOD_vs_CN; study_5_LOD_vs_CN; study_6_LOD_vs_CN",3,"study_1; study_11; study_6",0.816791840823312
"LRPAP1",0.0103481797069677,-0.0398497600527477,0.0605461194666832,0.37593368603048,0.706966196492701,0,0.00978255890770017,0.00161237716503394,0.0144597196804788,8,1909,"study_1_LOD_vs_CN; study_11_LOD_vs_CN; study_2_LOD_vs_CN; study_3_Olink_LOD_vs_CN; study_5_LOD_vs_CN; study_6_LOD_vs_CN; study_8_LOD_vs_CN; study_9_LOD_vs_CN",4,"study_1; study_11; study_6; study_8",0.796018493737282
"HBB",-0.0187410012545404,-0.212199465832851,0.174717463323771,-0.374853009339304,0.707769788118974,0,-0.0183356857796888,-0.0877630530018893,0.0891790675338273,9,1695,"study_1_LOD_vs_CN; study_10_LOD_vs_CN; study_11_LOD_vs_CN; study_2_LOD_vs_CN; study_3_Soma_LOD_vs_CN; study_4_LOD_vs_CN; study_5_LOD_vs_CN; study_6_LOD_vs_CN; study_7_LOD_vs_CN",5,"study_1; study_11; study_4; study_6; study_7",0.768749953479507
